,No.,Name,Yr.,Ht.,Wt.,DOB,Hometown,Position,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,School
,9,"Coon, Lucas",Fr,6-1,190,11/24/2001,"Steamboat Springs, Colo.",Forwards,73,,,,Odessa,NAHL,Air-Force
,26,"Cosentino, Clayton",Fr,6-2,190,6/18/2000,"Colorado Springs, Colo.",Forwards,74,,,,Aberdeen,NAHL,Air-Force
,82,"DeCarlo, Andrew",Fr,6-0,185,7/23/2000,"Huntington Beach, Calif.",Forwards,72,,,,Lone Star,NAHL,Air-Force
,12,"Duma, Billy",Sr,6-0,195,11/17/1997,"Wayzata, Minn.",Forwards,72,,,,Amarillo,NAHL,Air-Force
,37,"Gavin, Will",So,5-10,185,10/21/1999,"Durham, Conn.",Forwards,70,,,,Northern,USPHL,Air-Force
,24,"Horn, Nate",So,5-11,160,3/2/1999,"Elk River, Minn.",Forwards,71,,,,Minnesota,NAHL,Air-Force
,25,"Kleinhans, Jason",Fr,5-11,175,10/4/2000,"Herndon, Va.",Forwards,71,,,,Danbury,NAHL,Air-Force
,14,"Marti, Jacob",So,5-11,185,6/10/1999,"Highlands Ranch, Colo.",Forwards,71,,,,Bismarck,NAHL,Air-Force
,15,"Norlin, Bennett",Jr,6-2,200,10/26/1998,"Farmington, Minn.",Forwards,74,,,,West Kelowna,BCHL,Air-Force
,18,"Pochipiniski, Ty",Jr,5-9,170,6/5/1998,"Colorado Springs, Colo.",Forwards,69,,,,Penticton,BCHL,Air-Force
,23,"Reim, Willie",Jr,6-3,215,1/11/1999,"North Oaks, Minn.",Forwards,75,,,,West Kelowna,NAHL,Air-Force
,10,"Schwartz, Austin",Fr,5-9,170,6/18/2001,"Parker, Colo.",Forwards,69,,,,Bismarck,NAHL,Air-Force
,51,"Balboa, Maiszon",So,6-2,185,4/18/2000,"Colorado Springs, Colo.",Goaltenders,74,,,,Shreveport,NAHL,Air-Force
,1,"Blessing, Guy",Fr,6-2,180,5/8/2001,"Chandler, Ariz.",Goaltenders,74,,,,Lone Star,NAHL,Air-Force
,41,"Park, Austin",Jr,5-11,170,6/5/1998,"Highlands Ranch, Colo.",Goaltenders,71,,,,Wenatchee,BCHL,Air-Force
,33,"Schilling, Alex",Sr,6-1,180,12/23/1997,"Medina, Minn.",Goaltenders,73,,,,Austin,NAHL,Air-Force
,6,"Agnew, Jack",Fr,5-11,201,10/22/2001,"Oakville, Ont.",Defensemen,71,,,,Boston College,HEA,Rensselaer
,5,"Baxter, Anthony",Sr,6-0,185,11/26/1997,"Oakville, Ont.",Defensemen,72,,,,UMass Lowell,HEA,Rensselaer
,10,"Davies, Dylan",So,6-3,195,2/9/2001,"Traverse City, Mich.",Defensemen,75,,,,Austin Bruins,,Rensselaer
,28,"Hallbauer, Kyle",Sr,5-11,190,3/2/1997,"Howell, N.J.",Defensemen,71,,,,Lone Star,NAHL,Rensselaer
,21,"Helsen, Louie",Jr,6-2,200,6/8/1998,"Dallas, Texas",Defensemen,74,,,,Amarillo Bulls,NAHL,Rensselaer
,23,"Johnson, Jake",Sr,6-0,185,8/13/1998,"Bloomington, Minn.",Defensemen,72,,,,Rensselaer,ECAC,Rensselaer
,2,"Kjellberg, Simon",Jr,6-3,190,2/17/2000,"Nashville, Tenn.",Defensemen,75,2018,NYR,6,Rensselaer,ECAC,Rensselaer
,4,"Klee, Mason",Jr,6-2,195,10/4/1999,"Morrison, Colo.",Defensemen,74,,,,Rensselaer,ECAC,Rensselaer
,3,"Sertti, Lauri",So,6-1,190,7/11/1999,"Espoo, Finland",Defensemen,73,,,,Amarillo,NAHL,Rensselaer
,22,"Addamo, Justin",Jr,6-6,250,5/27/1998,"Clermont-Ferrand, France",Forwards,78,,,,Lone Star,NAHL,Rensselaer
,17,"Beaton, John",So,6-1,190,10/30/2000,"Stittsville, Ont.",Forwards,73,,,,Kemptville 73's,,Rensselaer
,7,"Bowman, Nick",Sr,6-0,200,12/19/1997,"Shelby, Mich.",Forwards,72,,,,Rensselaer,ECAC,Rensselaer
,24,"Brackett, Jack",So,5-10,180,12/31/2000,"Manassas, Va.",Forwards,70,,,,Powell River,BCHL,Rensselaer
,14,"Dubinsky, Zach",Jr,5-11,175,3/14/2000,"Highland Park, Ill.",Forwards,71,,,,Michigan State,B10,Rensselaer
,27,"Gagnon, Jake",So,5-10,170,11/4/1999,"Pointe-Claire, Que.",Forwards,70,,,,Wellington,OJHL,Rensselaer
,16,"Herrman, Rory",Jr,6-0,200,3/16/1999,"Poway, Calif.",Forwards,72,,,,Fargo,USHL,Rensselaer
,39,"Lacka, Jakub",Sr,6-0,190,11/20/1998,"Bratislava, Slovakia",Forwards,72,,,,Central Illinois,USHL,Rensselaer
,18,"Lee, Jakob",Fr,6-0,185,2/12/1999,"Owen Sound, Ont.",Forwards,72,,,,Merrimack,HEA,Rensselaer
,9,"Leibold, Reid",Fr,5-10,175,10/23/2001,"Ashburn, Va.",Forwards,70,,,,Maryland,NAHL,Rensselaer
,11,"Leppanen, Ottoville",Sr,5-10,185,6/18/1998,"Espoo, Finland",Forwards,70,,,,Rensselaer,ECAC,Rensselaer
,19,"Linden, Ture",Sr,6-0,190,7/6/1997,"Great Falls, Va.",Forwards,72,,,,Lone Star,NAHL,Rensselaer
,25,"Mahshie, Ryan",Jr,6-3,210,4/5/1999,"Stoney Creek, Ont.",Forwards,75,,,,Rensellaer,ECAC,Rensselaer
,8,"McIsaac, James",So,5-10,175,4/29/1999,"Winnipeg, Man.",Forwards,70,,,,Brooks,AJHL,Rensselaer
,15,"Nykanen, Altti",So,6-3,185,9/26/2001,"Vihti, Finland",Forwards,75,,,,Bishop's College Prep. School,,Rensselaer
,20,"Schreifels, Henri",So,6-1,195,7/1/2000,"Agoura Hills, Calif.",Forwards,73,,,,Rensselaer,ECAC,Rensselaer
,26,"Sellar, Shane",Sr,6-3,200,6/14/1997,"Carlisle, Pa.",Forwards,75,,,,Sioux Falls,USHL,Rensselaer
,13,"Walsh, TJ",So,5-9,165,4/29/2000,"Shrewsbury, Mass.",Forwards,69,,,,Rensselaer,ECAC,Rensselaer
,1,"Marshall, Linden",Sr,6-3,195,7/21/1998,"Victoria, B.C.",Goaltenders,75,,,,Trail,BCHL,Rensselaer
,30,"Miller, Brett",So,6-3,180,4/26/1999,"Northville, Mich.",Goaltenders,75,,,,Cedar Rapids,USHL,Rensselaer
,34,"Watson, Jack",Fr,6-3,195,3/14/2000,"Toronto, Ont.",Goaltenders,75,,,,Coquitlam,BCHL,Rensselaer
,7,"Blankenburg, Nick (C)",Sr,5-9,160,5/12/1998,"Washington, Mich.",Defensemen,69,,,,Okotoks,AJHL,Michigan
,73,"Edwards, Ethan",Fr,5-11,185,6/6/2002,"Grande Prairie, Alb.",Defensemen,71,2020,NJD,4,Sioux City,USHL,Michigan
,55,"Gingell, Jake",Sr,6-0,205,2/11/1997,"Dexter, Mich.",Defensemen,72,,,,Youngstown,USHL,Michigan
,24,"Holtz, Steven",So,6-4,190,4/2/1999,"White Lake, Mich.",Defensemen,76,,,,Penticton,BCHL,Michigan
,43,"Hughes, Luke",Fr,6-2,186,9/9/2003,"Manchester, N.H.",Defensemen,74,2021,NJD,1,USA U-18 Team,NTDP,Michigan
,90,"Keranen, Jay",Jr,5-11,183,5/8/1998,"Brighton, Mich.",Defensemen,71,,,,Prince George,BCHL,Michigan
,20,"Pehrson, Keaton",Jr,6-2,194,12/10/1998,"Lakeville, Minn.",Defensemen,74,,,,Tri-City,USHL,Michigan
,22,"Power, Owen",So,6-5,214,11/22/2002,"Mississauga, Ont.",Defensemen,77,2021,BUF,1,Chicago,USHL,Michigan
,6,"Summers, Jack",Sr,5-11,180,5/18/1999,"Livonia, Mich.",Defensemen,71,,,,Tri-City Storm,USHL,Michigan
,15,"Truscott, Jacob",So,6-1,178,4/12/2002,"Port Huron, Mich.",Defensemen,73,2020,VAN,5,USA U-18 Team,NTDP,Michigan
,17,"Beecher, Johnny",Jr,6-3,209,4/5/2001,"Elmira, N.Y.",Forwards,75,2019,BOS,1,USA U-18 Team,NTDP,Michigan
,10,"Beniers, Matty",So,6-1,175,11/5/2002,"Hingham, Mass.",Forwards,73,2021,SEA,1,USA U-18 Team,NTDP,Michigan
,34,"Bordeleau, Thomas",So,5-9,179,1/3/2002,"Terrebonne, Que.",Forwards,69,2020,SJS,2,USA U-18 Team,NTDP,Michigan
,19,"Brisson, Brendan",So,6-0,180,10/22/2001,"Manhattan Beach, Calif.",Forwards,72,2020,VGK,1,Chicago,USHL,Michigan
,9,"Ciccolini, Eric",Jr,6-0,170,1/14/2001,"Vaughan, Ont.",Forwards,72,2019,NYR,7,Michigan,B10,Michigan
,56,"Duke, Dylan",Fr,5-10,181,3/4/2003,"Strongsville, Ohio",Forwards,70,2021,TBL,4,USA U-18 Team,NTDP,Michigan
,94,"Estapa, Mark",Fr,6-2,197,1/13/2002,"St. Clair, Mich.",Forwards,74,,,,Tri-City,USHL,Michigan
,71,"Granowicz, Nick",Jr,6-1,174,3/28/1998,"Macomb, Mich.",Forwards,73,,,,Michigan,B10,Michigan
,13,"Johnson, Kent",So,6-1,165,10/18/2002,"Port Moody, B.C.",Forwards,73,2021,CBJ,1,Trail,BCHL,Michigan
,23,"Lambert, Jimmy (C)",Sr,6-0,175,2/9/1997,"Saskatoon, Sask.",Forwards,72,,,,Vernon,BCHL,Michigan
,26,"Lapointe, Philippe",So,5-11,185,2/29/2000,"Novi, Mich.",Forwards,71,,,,Trail,BCHL,Michigan
,25,"Morgan, Luke",Sr,5-11,190,8/28/1997,"Brighton, Mich.",Forwards,71,,,,Lake Superior,WCHA,Michigan
,27,"Moyle, Nolan",Sr,6-2,185,9/13/1999,"Briarcliff Manor, N.Y.",Forwards,74,,,,Green Bay,USHL,Michigan
,21,"Pastujov, Michael",Sr,6-0,190,8/23/1999,"Bradenton, Fla.",Forwards,72,,,,USA U-18 Team,NTDP,Michigan
,11,"Samoskevich, Mackie",Fr,5-10,190,11/15/2002,"Sandy Hook, Conn.",Forwards,70,2021,FLA,1,Chicago,USHL,Michigan
,51,"Van Wyhe, Garrett",Sr,6-2,200,4/30/1997,"Snohomish, Wash.",Forwards,74,,,,Fargo,USHL,Michigan
,37,"Leavy, Jack",Sr,6-5,205,9/19/1997,"Birmingham, Mich.",Goaltenders,77,,,,Johnstown,USHL,Michigan
,1,"Portillo, Erik",So,6-6,225,9/3/2000,"Göteborg, Sweden",Goaltenders,78,2019,BUF,3,Dubuque,USHL,Michigan
,31,"West, Noah",So,6-2,185,11/25/2000,"Pittsboro, Ind.",Goaltenders,74,,,,Robert Morris,AHA,Michigan
,24,"Bast, Luke",Fr,5-9,180,11/20/2000,"Red Deer, Alb.",Defensemen,69,,,,North Dakota,NCHC,North-Dakota
,2,"Ferner, Brady",Jr,5-10,193,8/27/1997,"Dakota Dunes, S.D.",Defensemen,70,,,,Rensselaer,ECAC,North-Dakota
,15,"Frisch, Ethan",Jr,5-11,190,10/29/2000,"Moorhead, Minn.",Defensemen,71,,,,Fargo,USHL,North-Dakota
,7,"Jandric, Chris",Gr,5-10,175,10/3/1998,"Prince George, B.C.",Defensemen,70,,,,Alaska,WCHA,North-Dakota
,6,"Johnson, Brent",Fr,5-11,170,3/20/2003,"Dallas, Texas",Defensemen,71,2021,WSH,3,North Dakota,NCHC,North-Dakota
,25,"Kleven, Tyler",So,6-4,198,1/10/2002,"Fargo, N.D.",Defensemen,76,2020,OTT,2,USA U-18 Team,NTDP,North-Dakota
,4,"Moore, Cooper",So,6-1,182,2/16/2001,"Greenwich, Conn.",Defensemen,73,2019,DET,5,North Dakota,NCHC,North-Dakota
,26,"Sanderson, Jake",So,6-0,183,7/8/2002,"Whitefish, Mont.",Defensemen,72,2020,OTT,1,U.S. U-18 Team,NTDP,North-Dakota
,13,"Albrecht, Carson",Jr,5-10,192,5/23/1998,"Martensville, Sask.",Forwards,70,,,,Melfort,SJHL,North-Dakota
,9,"Budy, Brendan",So,5-10,180,6/6/2000,"Langley, B.C.",Forwards,70,,,,North Dakota,NCHC,North-Dakota
,16,"Calder, Ashton",Sr,6-1,195,2/9/1998,"Sault Ste. Marie, Mich.",Forwards,73,,,,North Dakota,NCHC,North-Dakota
,28,"Caulfield, Judd",Jr,6-4,205,3/19/2001,"Grand Forks, N.D.",Forwards,76,2019,PIT,5,USA U-18 Team,NTDP,North-Dakota
,18,"Costantini, Matteo",Fr,6-1,187,8/16/2002,"St. Catharines, Ont.",Forwards,73,2020,BUF,5,North Dakota,NCHC,North-Dakota
,21,"Ford, Connor",Sr,6-0,186,2/5/1998,"Pittsburgh, Pa.",Forwards,72,,,,Bowling Green,WCHA,North-Dakota
,17,"Gaber, Riese",So,5-8,161,10/10/1999,"Gilbert Plains, Man.",Forwards,68,,,,Dubuque,USHL,North-Dakota
,10,"Hain, Gavin",Sr,6-0,197,4/3/2000,"Grand Rapids, Minn.",Forwards,72,2018,PHI,6,USA U-18 Team,NTDP,North-Dakota
,27,"Jamernik V, Louis",So,5-11,190,2/22/2000,"Calgary, Alb.",Forwards,71,,,,Okotoks,AJHL,North-Dakota
,29,"Kunz, Jackson",Fr,6-3,220,8/13/2002,"Grand Forks, N.D.",Forwards,75,2020,VAN,4,Green Bay,USHL,North-Dakota
,5,"Montgomery, Dane",Fr,5-10,170,1/7/2002,"Grand Forks, N.D.",Forwards,70,,,,Waterloo,USHL,North-Dakota
,11,"Ness, Griffin",So,5-11,174,12/10/1999,"Wayzata, Minn.",Forwards,71,,,,Waterloo,USHL,North-Dakota
,20,"Portz, Nick",Fr,5-11,174,5/15/2000,"St. Cloud, Minn.",Forwards,71,,,,North Dakota,NCHC,North-Dakota
,8,"Schmaltz, Jake",Fr,6-2,183,4/24/2001,"McFarland, Wis.",Forwards,74,2019,BOS,7,Green Bay,USHL,North-Dakota
,19,"Senden, Mark (C)",Sr,5-9,190,1/22/1998,"Medina, Minn.",Forwards,69,,,,Fargo ,USHL,North-Dakota
,33,"Driscoll, Zach",Sr,5-11,180,2/25/1997,"Apple Valley, Minn.",Goaltenders,71,,,,Bemidji State,WCHA,North-Dakota
,35,"Feeney, Harrison",Jr,6-2,220,2/4/1998,"Lafayette Hill, Pa.",Goaltenders,74,,,,Lone Star,NAHL,North-Dakota
,32,"Hellsten, Jakob",Fr,5-11,180,2/2/2000,"Ljusdal, Sweden",Goaltenders,71,,,,North Dakota,NCHC,North-Dakota
,1,"Johnson, Kaleb",Fr,5-10,178,1/7/2001,"Grand Forks, N.D.",Goaltenders,70,,,,Minnesota,NAHL,North-Dakota
,2,"Follmer, Tony",Fr,6-2,187,10/26/2000,"O'Fallon, Mo.",Defensemen,74,,,,Lincoln,USHL,Bemidji-State
,18,"Johnson, Brad",Sr,5-9,187,1/23/1996,"Chesterfield, Mo.",Defensemen,69,,,,Fargo,USHL,Bemidji-State
,15,"Jubenvill, Tyler",Sr,6-1,193,11/30/1999,"Gilbert Plains, Man.",Defensemen,73,,,,Cedar Rapids,USHL,Bemidji-State
,7,"Looft, Kyle",Jr,6-3,192,6/27/1998,"Mankato, Minn.",Defensemen,75,,,,Cedar Rapids,USHL,Bemidji-State
,5,"Magnuson, Will",Fr,5-10,185,10/16/2001,"Chaska, Minn.",Defensemen,70,,,,Bismarck,NAHL,Bemidji-State
,3,"Powell, Jack",So,5-11,178,9/11/1999,"Alexandria, Minn.",Defensemen,71,,,,Aberdeen,NAHL,Bemidji-State
,28,"Rosén, Elias",Jr,5-10,176,1/4/1999,"Mora, Sweden",Defensemen,70,,,,Tri-City,USHL,Bemidji-State
,4,"Zmolek, Will",Jr,6-3,194,4/2/1999,"Rochester, Minn.",Defensemen,75,,,,Cedar Rapids,USHL,Bemidji-State
,25,"Adams, Alex",Sr,6-1,191,12/30/1997,"Grand Rapids, Minn.",Forwards,73,,,,Minot,NAHL,Bemidji-State
,17,"Armour, Ross",Sr,6-2,174,2/7/1998,"Trail, B.C.",Forwards,74,,,,Trail,BCHL,Bemidji-State
,19,"Belisle, Brad",Jr,6-1,194,1/26/1998,"Thunder Bay, Ont.",Forwards,73,,,,Aberdeen,NAHL,Bemidji-State
,26,"Cardelli, Nicholas",Sr,5-9,171,6/6/1997,"Wood Dale, Ill.",Forwards,69,,,,Bemidji State,CCHA,Bemidji-State
,14,"Ierullo, Alex",Sr,5-9,172,7/30/1997,"Woodbridge, Ont.",Forwards,69,,,,Newmarket,OJHL,Bemidji-State
,13,"Jones, Carter",Jr,5-9,165,5/15/1999,"Hillyard, Wash.",Forwards,69,,,,Trail,BCHL,Bemidji-State
,22,"Jouppi, Austin",So,5-11,171,4/18/2000,"Duluth, Minn.",Forwards,71,,,,Bismarck,NAHL,Bemidji-State
,27,"Kirkup, Tyler",Sr,6-1,203,4/3/1998,"Virden, Man.",Forwards,73,,,,Virden,MJHL,Bemidji-State
,8,"Lawson, Donte",Fr,5-11,165,11/3/2000,"Taconite, Minn.",Forwards,71,,,,Minnesota,NAHL,Bemidji-State
,29,"Lewandowski, Jakub",Fr,6-3,201,10/25/2001,"Torun, Poland",Forwards,75,,,,Czech U20-HC Vitkovice,,Bemidji-State
,21,"Lundman, Alexander",Fr,6-0,187,6/17/2001,"Norrköping, Sweden",Forwards,72,,,,Hockeyettan-Boras HC,,Bemidji-State
,11,"Martin, Eric",So,5-11,165,6/5/2000,"Calgary, Alb.",Forwards,71,,,,Drumheller,AJHL,Bemidji-State
,23,"Myers, Aaron",So,6-0,178,9/28/1999,"Thief River Falls, Minn.",Forwards,72,,,,Fargo,USHL,Bemidji-State
,12,"Sillinger, Owen (C)",Sr,5-10,182,9/23/1997,"Regina, Sask.",Forwards,70,,,,Penticton,BCHL,Bemidji-State
,20,"Sillinger, Lukas",So,5-11,162,9/14/2000,"Regina, Sask.",Forwards,71,,,,Penticton,BCHL,Bemidji-State
,6,"Solensky, Sam",Jr,5-10,176,8/25/1998,"Michalovce, Slovakia",Forwards,70,,,,Johnstown,NAHL,Bemidji-State
,9,"Somoza, Ethan",Sr,5-11,185,5/7/1996,"Simi Valley, Calif.",Forwards,71,,,,Bloomington,USHL,Bemidji-State
,16,"Vaisanen, Jere",Fr,5-10,160,7/10/2000,"Espoo, Finland",Forwards,70,,,,Amarillo,NAHL,Bemidji-State
,35,"Carr, Michael",Jr,6-0,179,6/8/1998,"Columbus, Ohio",Goaltenders,72,,,,Cornwall,CCHL,Bemidji-State
,1,"Enright, Gavin",So,6-1,161,8/26/1999,"Farmington, Minn.",Goaltenders,73,,,,Green Bay,USHL,Bemidji-State
,30,"Sholl, Mattias",Fr,5-10,175,9/30/2000,"Hermosa Beach, Calif.",Goaltenders,70,,,,Youngstown,USHL,Bemidji-State
,4,"Borsch, Tyler",So,6-0,185,3/27/2000,"Maple Grove, Minn.",Defensemen,72,,,,New Jersey Hitmen,USPHL,Dartmouth
,7,"Cameron, Jack",Jr,6-3,195,4/18/1999,"Halifax, N.S.",Defensemen,75,,,,Coquitlam,BCHL,Dartmouth
,29,"Keohan, Sean",Jr,5-11,185,2/9/1999,"Milton, Mass.",Defensemen,71,,,,Boston Jr. Bruins,USPHL,Dartmouth
,28,"MacDonald, Brady",Fr,6-4,190,1/24/2000,"Union, Ont.",Defensemen,76,,,,Victoria ,BCHL,Dartmouth
,2,"Markell, Harrison",Sr,6-1,185,2/12/1997,"Andover, Mass.",Defensemen,73,,,,Boston Jr. Bruins,USPHL,Dartmouth
,6,"Palocsik, Tanner",Jr,5-11,190,5/26/1999,"Aliquippa, Pa.",Defensemen,71,,,,Dartmouth,ECAC,Dartmouth
,5,"Paul, Brock",Jr,6-3,205,11/10/1999,"Carmel, Ind.",Defensemen,75,,,,Waterloo,USHL,Dartmouth
,23,"Pierce, Ian",Fr,5-10,190,1/24/2001,"Edgewater, N.J.",Defensemen,70,,,,Dubuque,USHL,Dartmouth
,3,"Witzke, Dylan",Fr,5-10,165,1/1/2002,"Calgary, Alb.",Defensemen,70,,,,Whitecourt,AJHL,Dartmouth
,16,"Campbell, Tyler",Jr,5-9,170,10/1/1999,"Winnipeg, Man.",Forwards,69,,,,Brooks,AJHL,Dartmouth
,15,"Chisholm, Sean",Fr,6-1,190,1/26/2001,"Caledonia, Ont.",Forwards,73,,,,Brooks,AJHL,Dartmouth
,17,"Dorfman, Braiden",Fr,6-1,185,8/9/2000,"Nashville, Tenn.",Forwards,73,,,,Shreveport,NAHL,Dartmouth
,11,"Gallant, Mark",Jr,6-0,185,5/1/2000,"Concord, Mass.",Forwards,72,,,,Dartmouth,ECAC,Dartmouth
,22,"Hesler, Sam",Sr,6-1,190,6/6/1998,"Boxborough, Mass.",Forwards,73,,,,Wenatchee,BCHL,Dartmouth
,21,"Hubbarde, Matt",Fr,6-1,190,4/15/2000,"Pickering, Ont.",Forwards,73,,,,Dartmouth,ECAC,Dartmouth
,27,"Lokkeberg, Trym",Fr,6-2,210,7/23/2001,"Fredrikstad, Norway",Forwards,74,,,,Mora IK,Sweden,Dartmouth
,26,"Losurdo, Jeff",Sr,6-0,185,3/9/1998,"Elmhurst, Ill.",Forwards,72,,,,New Jersey,USPHL,Dartmouth
,9,"Lovett, Ryan",So,6-2,200,7/6/1999,"Franklin, Mass.",Forwards,74,,,,Boston Jr. Bruins,USPHL,Dartmouth
,25,"Morgan, Nate",Fr,5-10,190,2/8/2002,"Calgary, Alb.",Forwards,70,,,,Salmon Arm,BCHL,Dartmouth
,8,"Musa, Joey",So,5-9,160,6/11/2000,"Orange Park, Fla.",Forwards,69,,,,Langley,BCHL,Dartmouth
,10,"Sorkin, Ryan",So,5-10,175,6/13/2001,"Chicago, Ill.",Forwards,70,,,,New Jersey Rockets,USPHL,Dartmouth
,14,"Townley, Steven",Fr,6-2,205,6/13/2000,"Quechee, Vt.",Forwards,74,,,,Jersey,NCDC,Dartmouth
,12,"Unruh, Nick",So,6-3,205,4/3/2000,"Fort McMurray, Alb.",Forwards,75,,,,Salmon Arm,BCHL,Dartmouth
,20,"Urbank, Erik",Sr,6-2,195,3/28/1999,"Lakeview, N.Y.",Forwards,74,,,,Dartmouth,ECAC,Dartmouth
,18,"Waters, Josh",So,5-11,175,1/23/2000,"Collegeville, Pa.",Forwards,71,,,,Northwood Prep 18U,,Dartmouth
,30,"Burkhart, Troy",So,6-1,170,10/17/2000,"Tampa, Fla.",Goaltenders,73,,,,Dartmouth Club Team,ACHA,Dartmouth
,31,"Ferguson, Justin",Sr,6-2,165,8/6/1997,"Hudson, N.H.",Goaltenders,74,,,,Islanders Hockey Club,USPHL,Dartmouth
,33,"Stevenson, Clay",So,6-4,195,3/3/1999,"Chilliwack, B.C.",Goaltenders,76,,,,Coquitlam,BCHL,Dartmouth
,4,"Bucheler, Jeremie",Jr,6-4,200,3/31/2000,"St.-Laurent, Que.",Defensemen,76,,,,Northeastern,HEA,Northeastern
,26,"Davenport, James",So,5-11,185,5/1/2000,"Natick, Mass.",Defensemen,71,,,,Victoria,BCHL,Northeastern
,9,"DeRoche, Johnny",Sr,5-10,185,6/23/1998,"Lynnfield, Mass.",Defensemen,70,,,,Vermont,HEA,Northeastern
,23,"Gaudette, Cameron",Fr,6-1,201,6/1/2000,"Braintree, Mass.",Defensemen,73,,,,Northeastern,HEA,Northeastern
,2,"Harris, Jordan (C)",Sr,5-11,185,7/7/2000,"Haverhill, Mass.",Defensemen,71,2018,MTL,3,Kimball Union,PREP,Northeastern
,8,"Kislin, Julian",Sr,6-1,190,5/24/1999,"Manalapan, N.J.",Defensemen,73,,,,Northeastern,HEA,Northeastern
,12,"Miller, Tommy",Sr,6-2,190,3/16/1999,"West Bloomfield, Mich.",Defensemen,74,,,,Michigan State,B10,Northeastern
,18,"Spott, Tyler",Jr,5-11,170,6/17/2000,"Toronto, Ont.",Defensemen,71,,,,Northeastern,HEA,Northeastern
,3,"Struble, Jayden",Jr,6-0,205,9/8/2001,"Cumberland, R.I.",Defensemen,72,2019,MTL,2,St. Sebastian's,USHS,Northeastern
,24,"Agriogianis, Steven",So,5-9,170,1/7/1999,"East Hanover, N.J.",Forwards,69,,,,Northeastern,HEA,Northeastern
,17,"Bozzo, Marco",Sr,5-11,185,11/22/1996,"Woodbridge, Ont.",Forwards,71,,,,Massachusetts,HEA,Northeastern
,5,"Choupani, Matt",Fr,5-9,176,1/2/2002,"Montréal, Que.",Forwards,69,,,,Des Moines,USHL,Northeastern
,16,"Colangelo, Sam",So,6-2,208,12/26/2001,"Stoneham, Mass.",Forwards,74,2020,ANA,2,Northeastern,HEA,Northeastern
,21,"DeMelis, Matt",Jr,6-0,185,6/2/1999,"Hingham, Mass.",Forwards,72,,,,Youngstown,USHL,Northeastern
,11,"Fontaine, Gunnarwolfe",So,5-10,175,9/16/2000,"East Greenwich, R.I.",Forwards,70,2020,NSH,7,Chicago,USHL,Northeastern
,29,"Hryckowian, Justin",Fr,5-10,187,2/23/2001,"L'Île-Bizard, Que.",Forwards,70,,,,Sioux City,USHL,Northeastern
,27,"Hughes, Jack",Fr,5-11,161,11/2/2003,"Westwood, Mass.",Forwards,71,2022,LAK,2,Northeastern,HEA,Northeastern
,19,"Hughes, Riley",Jr,6-2,175,6/27/2000,"Westwood, Mass.",Forwards,74,2018,NYR,7,Northeastern,HEA,Northeastern
,15,"Jackson, Dylan",So,5-10,160,9/6/2001,"Oakville, Ont.",Forwards,70,,,,Dubuque,USHL,Northeastern
,14,"Jackson, Ty",So,5-8,160,9/6/2001,"Oakville, Ont.",Forwards,68,,,,Dubuque,USHL,Northeastern
,25,"McDonough, Aidan",Jr,6-2,205,11/6/1999,"Milton, Mass.",Forwards,74,2019,VAN,7,Cedar Rapids,USHL,Northeastern
,6,"McInnis, Chase",Fr,5-11,185,2/23/2001,"Hingham, Mass.",Forwards,71,,,,Victoria,BCHL,Northeastern
,20,"Mella, Alex",Jr,6-0,195,2/21/1999,"Stamford, Conn.",Forwards,72,,,,Madison,USHL,Northeastern
,10,"Novak, Jakov",Sr,6-3,215,10/22/1998,"Windsor, Ont.",Forwards,75,2018,OTT,7,Bentley,Atlantic Hockey,Northeastern
,7,"Outzen, Michael",So,6-0,185,7/29/1999,"Lone Tree, Colo.",Forwards,72,,,,New Jersey,NAHL,Northeastern
,13,"St. Louis, Ryan",Fr,5-9,161,6/13/2003,"Old Greenwich, Conn.",Forwards,69,,,,Dubuque,USHL,Northeastern
,35,"Fear, Evan",Jr,6-2,188,7/5/1999,"Winnetka, Ill.",Goaltenders,74,,,,Waterloo,USHL,Northeastern
,1,"Levi, Devon",So,6-0,185,12/27/2001,"Dollard-Des-Ormeaux, Que.",Goaltenders,72,2020,FLA,7,Carleton Place,CCHL,Northeastern
,33,"Semptimphelter, TJ",Fr,6-1,185,5/9/2002,"Marlton, N.J.",Goaltenders,73,,,,Northeastern,HEA,Northeastern
,5,"Dirven, Sebastian",Jr,6-3,196,6/22/1998,"Bainsville, Ont.",Defensemen,75,,,,Central Illinois,USHL,Cornell
,3,"Haiskanen, Cody",Sr,6-4,198,3/27/1997,"Fargo, N.D.",Defensemen,76,,,,Fargo,USHL,Cornell
,4,"Kempf, Hank",Fr,6-2,190,4/15/2002,"Wilmette, Ill.",Defensemen,74,2021,NYR,7,Muskegon,USHL,Cornell
,8,"Lagerstrom, Jack",So,6-2,185,3/30/2000,"Edina, Minn.",Defensemen,74,,,,Tri-City,USHL,Cornell
,24,"Malinski, Sam",Jr,5-11,190,7/27/1998,"Lakeville, Minn.",Defensemen,71,,,,Bismarck,NAHL,Cornell
,10,"Mitchell, Travis",Jr,6-3,201,11/25/1999,"South Lyon, Mich.",Defensemen,75,,,,Omaha,USHL,Cornell
,2,"Muzyka, Peter",Fr,6-3,190,5/14/2000,"Toronto, Ont.",Defensemen,75,,,,Cornell,ECAC,Cornell
